SEED;FUNDEPAR;05/06/2025;755;Construir a Escola Estadual Professora Mireille Maria Franco Zanon Machado, no município de Mandirituba (Unidade Nova Escolar Lagoinha). | 2025OB004837;12;R$ 6,375.51;sim
SEED;FUNDEPAR;05/06/2025;755;Construir a Escola Estadual Professora Mireille Maria Franco Zanon Machado, no município de Mandirituba (Unidade Nova Escolar Lagoinha).| 2025OB004838;12;R$ 126,632.31;sim
SEED;FUNDEPAR;05/06/2025;755;Construir a Escola Estadual Professora Mireille Maria Franco Zanon Machado, no município de Mandirituba (Unidade Nova Escolar Lagoinha).| 2025OB004839;12;R$ 395,400.15;sim
SEED;FUNDEPAR;06/06/2025;755;Colégio Estadual Pinheiro do Paraná | 2025OB004884;12;R$ 12,046.99;sim
SEED;FUNDEPAR;06/06/2025;755;Colégio Estadual Pinheiro do Paraná | 2025OB004885;12;R$ 2,891.28;sim
SEED;FUNDEPAR;06/06/2025;755;Colégio Estadual Pinheiro do Paraná | 2025OB004886;12;R$ 226,001.69;sim
SEED;FUNDEPAR;11/06/2025;755;Colégio Estadual Nirlei Medeiros | 2025OB004972;12;R$ 5,166.96;sim
SEED;FUNDEPAR;11/06/2025;755;Colégio Estadual Nirlei Medeiros | 2025OB004973;12;R$ 364,165.55;sim
SEED;FUNDEPAR;16/06/2025;755;Colégio Estadual Pinheiro do Paraná | 2025OB005110;12;R$ 13,905.70;sim
SEED;FUNDEPAR;16/06/2025;755;Colégio Estadual Pinheiro do Paraná | 2025OB005111;12;R$ 3,337.37;sim
SEED;FUNDEPAR;16/06/2025;755;Colégio Estadual Pinheiro do Paraná | 2025OB005112;12;R$ 260,870.94;sim
SECID;COHAPAR;24/06/2025;755;Construção de novas unidades habitacionais ou melhorias ou reformas, para pessoas idosas sem moradia, em Guaíra | 2025OB001977;16;R$ 154,494.69;sim
SECID;COHAPAR;24/06/2025;755;Construção de novas unidades habitacionais ou melhorias ou reformas, para pessoas idosas sem moradia, em Toledo | 2025OB001978;16;R$ 13,539.48;sim
SECID;COHAPAR;24/06/2025;755;Construção de novas unidades habitacionais ou melhorias ou reformas, para pessoas idosas sem moradia, em Toledo | 2025OB001979;16;R$ 189,748.56;sim
SECID;COHAPAR;24/06/2025;755;Construção de novas unidades habitacionais ou melhorias ou reformas, para pessoas idosas sem moradia, em Santo Antônio do Sudoeste | 2025OB002003;16;R$ 27,385.48;sim
SECID;COHAPAR;24/06/2025;755;Construção de novas unidades habitacionais ou melhorias ou reformas, para pessoas idosas sem moradia, em Guaíra | 2025OB002004;16;R$ 3,576.96;sim
SECID;COHAPAR;26/06/2025;755;Construção de novas unidades habitacionais ou melhorias ou reformas, para pessoas idosas sem moradia, em Santo Antônio do Sudoeste | 2025OB002004;16;R$ 38,750.58;sim
SECID;COHAPAR;26/06/2025;755;Construção de novas unidades habitacionais ou melhorias ou reformas, para pessoas idosas sem moradia, em Toledo | 2025OB002004;16;R$ 3,862.77;sim
SECID;COHAPAR;26/06/2025;755;Construção de novas unidades habitacionais ou melhorias ou reformas, para pessoas idosas sem moradia, em Toledo | 2025OB002004;16;R$ 164.84;sim
SECID;COHAPAR;26/06/2025;755;Construção de novas unidades habitacionais ou melhorias ou reformas, para pessoas idosas sem moradia, em Toledo | 2025OB002004;16;R$ 275.63;sim
SEIL;DER;11/06/2025;755;Duplicação e restauração da rodovia PR-170/PRC-466, Turvo - Guarapuava | 2025OB009881;26;R$ 122,136.86;sim
SEIL;DER;11/06/2025;755;Duplicação e restauração da rodovia PR-170/PRC-466, Turvo - Guarapuava | 2025OB009882;26;R$ 76,335.54;sim
SEIL;DER;11/06/2025;755;Duplicação e restauração da rodovia PR-170/PRC-466, Turvo - Guarapuava | 2025OB009883;26;R$ 9,864,712.61;sim
SEIL;DER;12/06/2025;755;Duplicação Ponta Grossa ¿ Palmeira e implantação do Contorno Rodoviário de Palmeira - PR-151 - 49,11km - VALOR CO R$ 294.660.000,00 | 2025OB009967;26;R$ 38,399.32;sim
SEIL;DER;12/06/2025;755;Duplicação Ponta Grossa ¿ Palmeira e implantação do Contorno Rodoviário de Palmeira - PR-151 - 49,11km - VALOR CO R$ 294.660.000,00 | 2025OB009968;26;R$ 26,219.06;sim
SEIL;DER;12/06/2025;755;Duplicação Ponta Grossa ¿ Palmeira e implantação do Contorno Rodoviário de Palmeira - PR-151 - 49,11km - VALOR CO R$ 294.660.000,00 | 2025OB009969;26;R$ 26,149.94;sim
SEIL;DER;12/06/2025;755;Duplicação Ponta Grossa ¿ Palmeira e implantação do Contorno Rodoviário de Palmeira - PR-151 - 49,11km - VALOR CO R$ 294.660.000,00 | 2025OB009970;26;R$ 3,109,175.62;sim
SEIL;DER;13/06/2025;755;Duplicação e restauração da rodovia PR-170/PRC-466, Turvo - Guarapuava | 2025OB010176;26;R$ 58,863.87;sim
SEIL;DER;13/06/2025;755;Restauração em whitetopping na rodovia PRC-280, no trecho Clevelândia/Pato Branco | 2025OB010177;26;R$ 27,165,273.65;sim
SEIL;DER;16/06/2025;755;Restauração em whitetopping na rodovia PRC-280, no trecho Clevelândia/Pato Branco | 2025OB010317;26;R$ 340,860.67;sim
SEIL;DER;16/06/2025;755;Restauração em whitetopping na rodovia PRC-280, no trecho Clevelândia/Pato Branco | 2025OB010318;26;R$ 422,624.61;sim
SEIL;DER;16/06/2025;755;Restauração em whitetopping na rodovia PRC-280, no trecho Clevelândia/Pato Branco | 2025OB010319;26;R$ 403,493.80;sim
SEIL;DER;16/06/2025;755;Restauração em whitetopping na rodovia PRC-280, no trecho Clevelândia/Pato Branco | 2025OB010320;26;R$ 45,590.11;sim
SEIL;DER;16/06/2025;755;Restauração em whitetopping na rodovia PRC-280, no trecho Clevelândia/Pato Branco | 2025OB010321;26;R$ 27,212.04;sim
SEIL;DER;17/06/2025;755;Duplicação e restauração da rodovia PR-170/PRC-466, Pitanga-Turvo | 2025OB010434;26;R$ 15,928.34;sim
SEIL;DER;17/06/2025;755;Duplicação e restauração da rodovia PR-170/PRC-466, Pitanga-Turvo | 2025OB010435;26;R$ 15,637.65;sim
SEIL;DER;17/06/2025;755;Duplicação e restauração da rodovia PR-170/PRC-466, Pitanga-Turvo | 2025OB010436;26;R$ 18,703.85;sim
SEIL;DER;17/06/2025;755;Duplicação e restauração da rodovia PR-170/PRC-466, Pitanga-Turvo | 2025OB010437;26;R$ 12,855.50;sim
SEIL;DER;17/06/2025;755;Duplicação e restauração da rodovia PR-170/PRC-466, Pitanga-Turvo | 2025OB010438;26;R$ 1,264,236.30;sim
SEIL;DER;17/06/2025;755;Duplicação e restauração e ampliação capacidade rodoviária PR-412, no trecho Matinhos a Praia de Leste | 2025OB010439;26;R$ 50,522.30;sim
SEIL;DER;18/06/2025;755;Duplicação e restauração e ampliação capacidade rodoviária PR-412, no trecho Matinhos a Praia de Leste | 2025OB010679;26;R$ 646.34;sim
SEIL;DER;18/06/2025;755;Duplicação e restauração e ampliação capacidade rodoviária PR-412, no trecho Matinhos a Praia de Leste | 2025OB010680;26;R$ 2,329.52;sim
SEIL;DER;18/06/2025;755;Duplicação e restauração e ampliação capacidade rodoviária PR-412, no trecho Matinhos a Praia de Leste | 2025OB010681;26;R$ 363.57;sim
SEIL;DER;18/06/2025;755;Execução de Projeto e Obra de Restauração com melhorias das Rodovias PR-180 e PR-281, no trecho Dois Vizinhos - Francisco Beltrão | 2025OB010682;26;R$ 2,183.23;sim
SEIL;DER;18/06/2025;755;Execução de Projeto e Obra de Restauração com melhorias das Rodovias PR-180 e PR-281, no trecho Dois Vizinhos - Francisco Beltrão | 2025OB010683;26;R$ 1,536.37;sim
SEIL;DER;18/06/2025;755;Execução de Projeto e Obra de Restauração com melhorias das Rodovias PR-180 e PR-281, no trecho Dois Vizinhos - Francisco Beltrão | 2025OB010684;26;R$ 1,237.66;sim
SEIL;DER;18/06/2025;755;Execução de Projeto e Obra de Restauração com melhorias das Rodovias PR-180 e PR-281, no trecho Dois Vizinhos - Francisco Beltrão | 2025OB010685;26;R$ 1,446.96;sim
SEIL;DER;18/06/2025;755;Execução de Projeto e Obra de Restauração com melhorias das Rodovias PR-180 e PR-281, no trecho Dois Vizinhos - Francisco Beltrão | 2025OB010686;26;R$ 177,369.15;sim
SEIL;DER;23/06/2025;755;Execução de Projeto e Obra de Restauração com melhorias das Rodovias PR-180 e PR-281, no trecho Dois Vizinhos - Francisco Beltrão | 2025OB010834;26;R$ 99.51;sim
SEIL;DER;23/06/2025;755;Execução de Projeto e Obra de Restauração com melhorias das Rodovias PR-180 e PR-281, no trecho Dois Vizinhos - Francisco Beltrão | 2025OB010835;26;R$ 6,500.03;sim
SEIL;DER;23/06/2025;755;Execução de Projeto e Obra de Restauração com melhorias das Rodovias PR-180 e PR-281, no trecho Dois Vizinhos - Francisco Beltrão | 2025OB010836;26;R$ 5,630.16;sim
SEIL;DER;23/06/2025;755;Execução de Projeto e Obra de Restauração com melhorias das Rodovias PR-180 e PR-281, no trecho Dois Vizinhos - Francisco Beltrão | 2025OB010837;26;R$ 6,996.43;sim
SEIL;DER;23/06/2025;755;Execução de Projeto e Obra de Restauração com melhorias das Rodovias PR-180 e PR-281, no trecho Dois Vizinhos - Francisco Beltrão | 2025OB010838;26;R$ 9,934.69;sim
SEIL;DER;23/06/2025;755;Execução de Projeto e Obra de Restauração com melhorias das Rodovias PR-180 e PR-281, no trecho Dois Vizinhos - Francisco Beltrão | 2025OB010839;26;R$ 807,092.33;sim
SEIL;DER;30/06/2025;755;Implantação da rodovia PR-990, no entroncamento da rodovia PR-364 e a cidade de Rebouças | 2025OB011474;26;R$ 15,564.66;sim
SEIL;DER;30/06/2025;755;Implantação da rodovia PR-990, no entroncamento da rodovia PR-364 e a cidade de Rebouças | 2025OB011475;26;R$ 38,911.64;sim
SEIL;DER;30/06/2025;755;Implantação da rodovia PR-990, no entroncamento da rodovia PR-364 e a cidade de Rebouças | 2025OB011476;26;R$ 1,242,578.44;sim
SESP;SESP;10/07/2025;755;Reforma e ampliação da sede da 11ª CIPM no município de Cambé. | 2025OB066578;6;R$ 4,789.07;sim
SESP;SESP;11/07/2025;755;Reforma e ampliação da sede da 11ª CIPM no município de Cambé. | 2025OB067635;6;R$ 140,334.19;sim
SESP;SESP;15/07/2025;755;Construção da sede do Batalhão de Operações Especiais, em São José dos Pinhais - BOPE | 2025OB069081;6;R$ 3,327.54;sim
SESP;SESP;15/07/2025;755;Construção da sede do Batalhão de Operações Especiais, em São José dos Pinhais - BOPE | 2025OB069081;6;R$ 11,219.58;sim
SESP;SESP;15/07/2025;755;Construção da sede do Batalhão de Operações Especiais, em São José dos Pinhais - BOPE | 2025OB069081;6;R$ 13,530.43;sim
SESP;SESP;15/07/2025;755;Construção da sede do Batalhão de Operações Especiais, em São José dos Pinhais - BOPE | 2025OB069081;6;R$ 12,480.33;sim
SESP;SESP;15/07/2025;755;Construção da sede do Batalhão de Operações Especiais, em São José dos Pinhais - BOPE | 2025OB069082;6;R$ 271,887.95;sim
SESP;SESP;15/07/2025;755;Construção da sede do Batalhão de Operações Especiais, em São José dos Pinhais - BOPE | 2025OB069083;6;R$ 908,245.73;sim
SESP;SESP;15/07/2025;755;Construção da sede do Batalhão de Operações Especiais, em São José dos Pinhais - BOPE | 2025OB069084;6;R$ 1,090,106.65;sim
SESP;SESP;15/07/2025;755;Construção da sede do Batalhão de Operações Especiais, em São José dos Pinhais - BOPE | 2025OB069085;6;R$ 627,964.58;sim
SESP;SESP;16/07/2025;755;Construção da sede do Batalhão de Operações Especiais, em São José dos Pinhais - BOPE | 2025OB069455;6;R$ 2,079.71;sim
SESP;SESP;16/07/2025;755;Construção da sede do Batalhão de Operações Especiais, em São José dos Pinhais - BOPE | 2025OB069455;6;R$ 15,499.35;sim
SESP;SESP;16/07/2025;755;Construção da sede do Batalhão de Operações Especiais, em São José dos Pinhais - BOPE | 2025OB069455;6;R$ 23,899.05;sim
SESP;SESP;16/07/2025;755;Construção da sede do Batalhão de Operações Especiais, em São José dos Pinhais - BOPE | 2025OB069455;6;R$ 19,759.10;sim
SESP;SESP;23/07/2025;755;Construção da sede do Batalhão de Operações Especiais, em São José dos Pinhais - BOPE | 2025OB073524;6;R$ 13,418.51;sim
SESP;SESP;23/07/2025;755;Construção da sede do Batalhão de Operações Especiais, em São José dos Pinhais - BOPE | 2025OB073525;6;R$ 8,149.75;sim
SESP;SESP;23/07/2025;755;Construção da sede do Batalhão de Operações Especiais, em São José dos Pinhais - BOPE | 2025OB073526;6;R$ 23,970.95;sim
SESP;SESP;23/07/2025;755;Construção da sede do Batalhão de Operações Especiais, em São José dos Pinhais - BOPE | 2025OB073526;6;R$ 12,932.60;sim
SESP;SESP;23/07/2025;755;Construção da sede do Batalhão de Operações Especiais, em São José dos Pinhais - BOPE | 2025OB073527;6;R$ 379,823.89;sim
SESP;SESP;23/07/2025;755;Construção da sede do Batalhão de Operações Especiais, em São José dos Pinhais - BOPE | 2025OB073528;6;R$ 1,080,819.48;sim
SESP;SESP;23/07/2025;755;Construção da sede do Batalhão de Operações Especiais, em São José dos Pinhais - BOPE | 2025OB073529;6;R$ 658,063.88;sim
SESP;SESP;25/07/2025;755;Construção da sede do Batalhão de Operações Especiais, em São José dos Pinhais - BOPE | 2025OB074946;6;R$ 4,062.79;sim
SESP;SESP;25/07/2025;755;Construção da sede do Batalhão de Operações Especiais, em São José dos Pinhais - BOPE | 2025OB074946;6;R$ 2,818.64;sim
SESP;SESP;25/07/2025;755;Construção da sede do Batalhão de Operações Especiais, em São José dos Pinhais - BOPE | 2025OB074947;6;R$ 560.32;sim
SESP;SESP;25/07/2025;755;Construção da sede do Batalhão de Operações Especiais, em São José dos Pinhais - BOPE | 2025OB074947;6;R$ 168.87;sim
SESP;SESP;25/07/2025;755;Construção da sede do Batalhão de Operações Especiais, em São José dos Pinhais - BOPE | 2025OB074947;6;R$ 1,421.68;sim
SESP;SESP;25/07/2025;755;Construção da sede do Batalhão de Operações Especiais, em São José dos Pinhais - BOPE | 2025OB074947;6;R$ 1,366.80;sim
SESP;SESP;29/07/2025;755;Construção da sede do Batalhão de Operações Especiais, em São José dos Pinhais- BOPE | 2025OB076064;6;R$ 3,734.71;sim
SESP;SESP;29/07/2025;755;Construção da sede do Batalhão de Operações Especiais, em São José dos Pinhais - BOPE | 2025OB076064;6;R$ 2,614.56;sim
SESP;SESP;29/07/2025;755;Construção da sede do Batalhão de Operações Especiais, em São José dos Pinhais - BOPE | 2025OB076064;6;R$ 350.19;sim
SESP;SESP;29/07/2025;755;Construção da sede do Batalhão de Operações Especiais, em São José dos Pinhais - BOPE | 2025OB076064;6;R$ 105.54;sim
SESP;SESP;29/07/2025;755;Construção da sede do Batalhão de Operações Especiais, em São José dos Pinhais - BOPE | 2025OB076064;6;R$ 888.55;sim
SESP;SESP;29/07/2025;755;Construção da sede do Batalhão de Operações Especiais, em São José dos Pinhais - BOPE | 2025OB076064;6;R$ 854.25;sim
SESP;SESP;29/07/2025;755;Construção da sede do Batalhão de Operações Especiais, em São José dos Pinhais - BOPE | 2025OB076065;6;R$ 330,768.30;sim
SESP;SESP;29/07/2025;755;Construção da sede do Batalhão de Operações Especiais, em São José dos Pinhais - BOPE | 2025OB076066;6;R$ 229,453.18;sim
SESP;SESP;29/07/2025;755;Construção da sede do Batalhão de Operações Especiais, em São José dos Pinhais - BOPE | 2025OB076067;6;R$ 45,782.53;sim
SESP;SESP;29/07/2025;755;Construção da sede do Batalhão de Operações Especiais, em São José dos Pinhais - BOPE | 2025OB076068;6;R$ 116,163.31;sim
SESP;SESP;29/07/2025;755;Construção da sede do Batalhão de Operações Especiais, em São José dos Pinhais - BOPE | 2025OB076069;6;R$ 13,797.92;sim
SESP;SESP;29/07/2025;755;Construção da sede do Batalhão de Operações Especiais, em São José dos Pinhais - BOPE | 2025OB076070;6;R$ 111,679.27;sim
SEED;FUNDEPAR;04/07/2025;755;Ampliar o Colégio Estadual Nirlei Medeiros - EF EM PROFIS, no município de Curitiba/Curitiba | 2025OB005655;12;R$ 364,165.55;sim
SEED;FUNDEPAR;08/07/2025;755;Construir a Escola Estadual Professora Mireille Maria Franco Zanon Machado, no município de Mandirituba. | 2025OB005766;12;R$ 2,994.20;sim
SEED;FUNDEPAR;08/07/2025;755;Construir a Escola Estadual Professora Mireille Maria Franco Zanon Machado, no município de Mandirituba. | 2025OB005767;12;R$ 6,617.02;sim
SEED;FUNDEPAR;08/07/2025;755;Construir a Escola Estadual Professora Mireille Maria Franco Zanon Machado, no município de Mandirituba. | 2025OB005768;12;R$ 541,806.81;sim
SEED;FUNDEPAR;09/07/2025;755;Ampliar o Colégio Estadual Nirlei Medeiros - EF EM PROFIS, no município de Curitiba/Curitiba | 2025OB005812;12;R$ 5,166.96;sim
SEED;FUNDEPAR;09/07/2025;755;Construir Unidade Nova Escolar Bairro Fraron | 2025OB005813;12;R$ 424.85;sim
SEED;FUNDEPAR;09/07/2025;755;Construir Unidade Nova Escolar Bairro Fraron | 2025OB005814;12;R$ 708.08;sim
SEED;FUNDEPAR;10/07/2025;755;Construir Unidade Nova Escolar Bairro Fraron | 2025OB005862;12;R$ 34,271.12;sim
SEED;FUNDEPAR;17/07/2025;755;Ampliar o Colégio Estadual Moradias Lobato - EF M P, no município de Curitiba/Curitiba | 2025OB006195;12;R$ 4,933.88;sim
SEED;FUNDEPAR;17/07/2025;755;Ampliar o Colégio Estadual Moradias Lobato - EF M P, no município de Curitiba/Curitiba | 2025OB006196;12;R$ 3,788.01;sim
SEED;FUNDEPAR;17/07/2025;755;Ampliar o Colégio Estadual Moradias Lobato - EF M P, no município de Curitiba/Curitiba | 2025OB006197;12;R$ 218,051.83;sim
SEED;FUNDEPAR;17/07/2025;755;Ampliar o Colégio Estadual Moradias Lobato - EF M P, no município de Curitiba/Curitiba | 2025OB006198;12;R$ 88,893.69;sim
SEED;FUNDEPAR;23/07/2025;755;Ampliar o Colégio Estadual Nirlei Medeiros - EF EM PROFIS, no município de Curitiba/Curitiba | 2025OB006435;12;R$ 5,126.32;sim
SEED;FUNDEPAR;23/07/2025;755;Ampliar o Colégio Estadual Nirlei Medeiros - EF EM PROFIS, no município de Curitiba/Curitiba | 2025OB006436;12;R$ 173,451.67;sim
SEED;FUNDEPAR;23/07/2025;755;Ampliar o Colégio Estadual Nirlei Medeiros - EF EM PROFIS, no município de Curitiba/Curitiba | 2025OB006437;12;R$ 187,849.32;sim
SECID;COHAPAR;11/07/2025;755;Construção de novas unidades habitacionais ou melhorias ou reformas, para pessoas idosas sem moradia, em Toledo | 2025OB002387;16;R$ 9,464.52;sim
SECID;COHAPAR;11/07/2025;755;Construção de novas unidades habitacionais ou melhorias ou reformas, para pessoas idosas sem moradia, em Toledo | 2025OB002387;16;R$ 675.34;sim
SECID;COHAPAR;11/07/2025;755;Construção de novas unidades habitacionais ou melhorias ou reformas, para pessoas idosas sem moradia, em Guaíra | 2025OB002387;16;R$ 7,692.49;sim
SECID;COHAPAR;11/07/2025;755;Construção de novas unidades habitacionais por meio do Programa de Habitação Urbana do governo do Estado. As famílias são atendidas com ações habitacionais no meio Urbano, contemplando novas unidades, melhorias ou reformas, por meio de auxilio financeiro e/ou de serviços. | 2025OB002387;16;R$ 1,418.70;sim
SECID;COHAPAR;17/07/2025;755;Construção de novas unidades habitacionais ou melhorias ou reformas, para pessoas idosas sem moradia, em Toledo | 2025OB002487;16;R$ 135,703.93;sim
SECID;COHAPAR;18/07/2025;755;Construção de novas unidades habitacionais ou melhorias ou reformas, para Pessoas Idosas sem moradia, em Loanda | 2025OB002500;16;R$ 173,160.00;sim
SECID;COHAPAR;18/07/2025;755;Construção de novas unidades habitacionais ou melhorias ou reformas, para pessoas idosas sem moradia, em Toledo | 2025OB002501;16;R$ 9,683.13;sim
SECID;COHAPAR;21/07/2025;755;Construção de novas unidades habitacionais ou melhorias ou reformas, para Pessoas Idosas sem moradia, em Loanda | 2025OB002506;16;R$ 787,575.96;sim
SECID;COHAPAR;22/07/2025;755;Construção de novas unidades habitacionais ou melhorias ou reformas, para pessoas idosas sem moradia, em São Miguel do Iguaçu | 2025OB002515;16;R$ 676,748.09;sim
SECID;COHAPAR;22/07/2025;755;Construção de novas unidades habitacionais ou melhorias ou reformas, para pessoas idosas sem moradia, em Guaíra | 2025OB002516;16;R$ 192,091.48;sim
SECID;COHAPAR;24/07/2025;755;Construção de novas unidades habitacionais ou melhorias ou reformas, para pessoas idosas sem moradia, em Guaíra | 2025OB002530;16;R$ 14,488.63;sim
SECID;COHAPAR;24/07/2025;755;Construção de novas unidades habitacionais ou melhorias ou reformas, para pessoas idosas sem moradia, em Guaíra | 2025OB002531;16;R$ 5,418.52;sim
SECID;COHAPAR;24/07/2025;755;Construção de novas unidades habitacionais ou melhorias ou reformas, para pessoas idosas sem moradia, em Guaíra | 2025OB002532;16;R$ 11,652.87;sim
SECID;COHAPAR;24/07/2025;755;Construção de novas unidades habitacionais ou melhorias ou reformas, para pessoas idosas sem moradia, em Goioerê | 2025OB002533;16;R$ 4,345.61;sim
SECID;COHAPAR;24/07/2025;755;Construção de novas unidades habitacionais ou melhorias ou reformas, para pessoas idosas sem moradia, em Goioerê | 2025OB002534;16;R$ 800,000.00;sim
SECID;COHAPAR;24/07/2025;755;Construção de novas unidades habitacionais ou melhorias ou reformas, para pessoas idosas sem moradia, em Goioerê | 2025OB002535;16;R$ 59,691.85;sim
SECID;COHAPAR;25/07/2025;755;Construção de novas unidades habitacionais ou melhorias ou reformas, para pessoas idosas sem moradia, em Santo Antônio do Sudoeste | 2025OB002585;16;R$ 2,065.56;sim
SECID;COHAPAR;25/07/2025;755;Construção de novas unidades habitacionais ou melhorias ou reformas, para pessoas idosas sem moradia, em Santo Antônio do Sudoeste | 2025OB002586;16;R$ 56,419.09;sim
SECID;COHAPAR;25/07/2025;755;Construção de novas unidades habitacionais ou melhorias ou reformas, para pessoas idosas sem moradia, em Santo Antônio do Sudoeste | 2025OB002587;16;R$ 161,498.84;sim
SECID;COHAPAR;25/07/2025;755;Construção de novas unidades habitacionais ou melhorias ou reformas, para pessoas idosas sem moradia, em Santo Antônio do Sudoeste | 2025OB002588;16;R$ 12,181.16;sim
SEIL;DER;01/07/2025;755;ELABORAÇÃO DE PROJETO BÁSICO, PROJETO EXECUTIVO E EXECUÇÃO DA OBRA DE IMPLANTAÇÃO PR-092, TRECHO:CERRO AZUL - DOUTOR ULYSSES, LOTE 01, EXT. 12,000 KM - A FRENTE PARANÁ. | 2025OB011558;26;R$ 410,396.05;sim
SEIL;DER;03/07/2025;755;ELABORAÇÃO DE PROJETO BÁSICO, PROJETO EXECUTIVO E EXECUÇÃO DA OBRA DE IMPLANTAÇÃO PR-092, TRECHO:CERRO AZUL - DOUTOR ULYSSES, LOTE 01, EXT. 12,000 KM - A FRENTE PARANÁ. | 2025OB011662;26;R$ 5,030.39;sim
SEIL;DER;03/07/2025;755;ELABORAÇÃO DE PROJETO BÁSICO, PROJETO EXECUTIVO E EXECUÇÃO DA OBRA DE IMPLANTAÇÃO PR-092, TRECHO:CERRO AZUL - DOUTOR ULYSSES, LOTE 01, EXT. 12,000 KM - A FRENTE PARANÁ. | 2025OB011663;26;R$ 3,772.79;sim
SEIL;DER;10/07/2025;755;Duplicação e restauração e ampliação capacidade rodoviária PR-412, no trecho Matinhos a Praia de Leste | 2025OB011986;26;R$ 7,503.00;sim
SEIL;DER;10/07/2025;755;Duplicação e restauração e ampliação capacidade rodoviária PR-412, no trecho Matinhos a Praia de Leste | 2025OB011987;26;R$ 23,100.75;sim
SEIL;DER;10/07/2025;755;Duplicação e restauração e ampliação capacidade rodoviária PR-412, no trecho Matinhos a Praia de Leste | 2025OB011988;26;R$ 289.85;sim
SEIL;DER;10/07/2025;755;Duplicação e restauração e ampliação capacidade rodoviária PR-412, no trecho Matinhos a Praia de Leste | 2025OB011989;26;R$ 594,356.56;sim
SEIL;DER;11/07/2025;755;Duplicação e restauração da rodovia PR-170/PRC-466, Turvo - Guarapuava | 2025OB012145;26;R$ 114,886.09;sim
SEIL;DER;11/07/2025;755;Restauração com ampliação de capacidade da rodovia PR-180 trecho Goioerê | 2025OB012146;26;R$ 28,257.87;sim
SEIL;DER;11/07/2025;755;Restauração com ampliação de capacidade da rodovia PR-180 trecho Goioerê | 2025OB012147;26;R$ 23,378.68;sim
SEIL;DER;11/07/2025;755;Restauração com ampliação de capacidade da rodovia PR-180 trecho Goioerê | 2025OB012148;26;R$ 2,267,609.29;sim
SEIL;DER;14/07/2025;755;Restauração com ampliação de capacidade da rodovia PR-180 trecho Goioerê | 2025OB012297;26;R$ 35,576.66;sim
SEIL;DER;15/07/2025;755;Duplicação e restauração da rodovia PR-170/PRC-466, Turvo - Guarapuava | 2025OB012444;26;R$ 122,429.73;sim
SEIL;DER;15/07/2025;755;Duplicação e restauração da rodovia PR-170/PRC-466, Turvo - Guarapuava | 2025OB012445;26;R$ 76,518.59;sim
SEIL;DER;15/07/2025;755;Restauração em whitetopping na rodovia PRC-280, no trecho Clevelândia/Pato Branco | 2025OB012446;26;R$ 15,144,517.96;sim
SEIL;DER;15/07/2025;755;Duplicação e restauração da rodovia PR-170/PRC-466, Turvo - Guarapuava | 2025OB012447;26;R$ 9,907,165.14;sim
SEIL;DER;15/07/2025;755;Duplicação Ponta Grossa ¿ Palmeira e implantação do Contorno Rodoviário de Palmeira - PR-151 - 49,11km - VALOR CO R$ 294.660.000,00 | 2025OB012448;26;R$ 7,682,225.36;sim
SEIL;DER;15/07/2025;755;Duplicação e restauração da rodovia PR-170/PRC-466, Pitanga-Turvo | 2025OB012449;26;R$ 749,157.83;sim
SEIL;DER;16/07/2025;755;Duplicação Ponta Grossa ¿ Palmeira e implantação do Contorno Rodoviário de Palmeira - PR-151 - 49,11km - VALOR CO R$ 294.660.000,00 | 2025OB012648;26;R$ 94,877.97;sim
SEIL;DER;16/07/2025;755;Duplicação Ponta Grossa ¿ Palmeira e implantação do Contorno Rodoviário de Palmeira - PR-151 - 49,11km - VALOR CO R$ 294.660.000,00 | 2025OB012649;26;R$ 64,782.68;sim
SEIL;DER;16/07/2025;755;Duplicação Ponta Grossa ¿ Palmeira e implantação do Contorno Rodoviário de Palmeira - PR-151 - 49,11km - VALOR CO R$ 294.660.000,00 | 2025OB012650;26;R$ 64,611.90;sim
SEIL;DER;16/07/2025;755;Restauração em whitetopping na rodovia PRC-280, no trecho Clevelândia/Pato Branco | 2025OB012651;26;R$ 190,028.27;sim
SEIL;DER;16/07/2025;755;Restauração em whitetopping na rodovia PRC-280, no trecho Clevelândia/Pato Branco | 2025OB012652;26;R$ 235,611.32;sim
SEIL;DER;16/07/2025;755;Restauração em whitetopping na rodovia PRC-280, no trecho Clevelândia/Pato Branco | 2025OB012653;26;R$ 224,945.98;sim
SEIL;DER;16/07/2025;755;Restauração em whitetopping na rodovia PRC-280, no trecho Clevelândia/Pato Branco | 2025OB012654;26;R$ 25,416.28;sim
SEIL;DER;16/07/2025;755;Restauração em whitetopping na rodovia PRC-280, no trecho Clevelândia/Pato Branco | 2025OB012655;26;R$ 15,170.59;sim
SEIL;DER;16/07/2025;755;ELABORAÇÃO DE PROJETO BÁSICO, PROJETO EXECUTIVO E EXECUÇÃO DA OBRA DE IMPLANTAÇÃO PR-092, TRECHO:CERRO AZUL - DOUTOR ULYSSES, LOTE 01, EXT. 12,000 KM - A FRENTE PARANÁ. | 2025OB012656;26;R$ 5,544.15;sim
SEIL;DER;16/07/2025;755;ELABORAÇÃO DE PROJETO BÁSICO, PROJETO EXECUTIVO E EXECUÇÃO DA OBRA DE IMPLANTAÇÃO PR-092, TRECHO:CERRO AZUL - DOUTOR ULYSSES, LOTE 01, EXT. 12,000 KM - A FRENTE PARANÁ. | 2025OB012657;26;R$ 4,158.11;sim
